Project Universal ID,Project Name,Builders,Parent Builder,Status,Master Plan Name,Master Plan Developer Name,Plan Name,Bedrooms,Bathrooms,Floors,Garages,Unit Size,List Price,Last Update Date,Plan Universal ID,Active Adult,ZIP Code,City,County,County Code,CBSA,CBSA Code,State,School District,School Attendance Zone (Elementary),School Ratings (Elementary),School Attendance Zone (Middle),School Ratings (Middle),School Attendance Zone (High),School Ratings (High),Boundary Names,Latitude,Longitude
aAf3x000001WXjRCAW,Cedar Ridge,Fischer Homes,,Active,,,Jensen,4,2.50,2,2,2794,366990,5/25/2026,aAa3x000000U0whCAC,Non Active Adult,46052,Lebanon,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Central Elementary School,9,Lebanon Middle School,5,Lebanon Senior High School,9,,40.05570,-86.45563
aAfPc000000dJKnKAM,Timbers Cornerstone,Lennar,,Active,,,Fairmont,5,3.50,2,2,2995,524995,5/25/2026,aAaPc000000CMWUKA4,Non Active Adult,46062,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Noblesville Schools,Hinkle Creek Elementary School,8,Noblesville West Middle School,9,Noblesville High School,10,,40.06832,-86.06257
aAf3x000001WoRWCA0,Hickory Run,M/I Homes,,Active,,,Foster,4,2.00,2,2,2714,363990,5/18/2026,aAa3x000000ZaBdCAK,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68048,-85.99215
aAfPc0000016BppKAE,Harvest Trail of Westfield/Signature Collection,David Weekley Homes,,Active,,,Benbrook,4,3.50,2,4,2698,573990,5/25/2026,aAaPc000000RtDJKA0,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.06467,-86.14415
aAf3x000001Qd2HCAS,Brunson's Landing,D.R. Horton,"D.R. Horton, Inc.",Active,,,Stamford,4,2.50,2,2,2346,329900,5/8/2026,aAaPc000000VPZ6KAO,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,Greenfield Intermediate School; Weston Elementary School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.80169,-85.78519
aAf3x000001WYtoCAG,Midland,Estridge Homes,,Active,,,The Prescott,4,4.50,3,3,3899,1027900,5/7/2026,aAaPc000001J4c1KAC,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Maple Glen Elementary,9; 8,Westfield Middle School,9,Westfield High School,10,,40.03976,-86.18435
aAf3x000001QbsiCAC,Colonnade/Cornerstone Series,Taylor Morrison,,Active,,,Marin,3,2.50,2,2,2422,406000,5/23/2026,aAa3x000000ZoT3CAK,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.89076,-85.91252
aAfPc000001L7hZKAS,Easton/Northern,Lennar,,Active,,,Chapman,3,2.00,1,2,1576,319995,5/7/2026,aAaPc000000elIMKAY,Active Adult,46123,Avon,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,River Birch Elementary; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.76793,-86.43780
aAf3x000001QYqPCAW,Auburn Ridge,M/I Homes,,Active,,,Glacier II,3,2.50,2,2,2086,408990,1/13/2026,aAaPc000000Mq2WKAS,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,White Lick Elementary School,8,Brownsburg West Middle School,8,Brownsburg High School,10,,39.83231,-86.42558
aAf3x000001WbpECAS,Preserve at Brookside,Bridgenorth Homes,,Active,,,Dean,2,2.00,1,2,1545,370490,5/22/2026,aAa3x000000ZqopCAC,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91258,-85.92031
aAfPc000000nGvHKAU,Grayson,M/I Homes,,Active,,,Peyton,4,2.50,2,2,2388,328990,5/16/2026,aAaPc000000LJB9KAO,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.71021,-86.03761
aAfPc00000186MuKAI,Sage Run,Pulte Homes,PulteGroup Inc.,Active,,,Fairview,3,2.00,1,2,1646,329990,4/20/2026,aAaPc0000019vEEKAY,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Clark Elementary School,6,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.62766,-86.04496
aAfPc000000EW9hKAG,Manors at Avon/Designer,Fischer Homes,,Active,,,Wyatt,4,2.50,2,2,2731,487990,5/25/2026,aAaPc000000NP0vKAG,Non Active Adult,46123,Avon,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,River Birch Elementary; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.78371,-86.40136
aAfPc000000CGcLKAW,Summerton/Summerton Cornerstone,Lennar,,Active,,,Fairmont,5,3.50,2,2,2974,512995,4/25/2026,aAaPc00000034UqKAI,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91468,-85.90628
aAf3x000001QYOLCA4,Trescott Overlook,Drees Homes,,Active,,,ALDEN,4,2.50,2,2,3055,559900,5/18/2026,aAa3x000000ZfW4CAK,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Plainfield Community Sch Corp,Clarks Creek Elementary,5,Plainfield Com Middle School,8,Plainfield High School,9,,39.67444,-86.40719
aAf3x000001QYOLCA4,Trescott Overlook,Drees Homes,,Active,,,MAJESTIC,5,3.00,2,3,3039,517900,5/18/2026,aAaPc000000eeTsKAI,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Plainfield Community Sch Corp,Clarks Creek Elementary,5,Plainfield Com Middle School,8,Plainfield High School,9,,39.67444,-86.40719
aAfPc000000zi49KAA,Flora/TH,Onyx+East,,Active,,,Capstone Balcony,2,2.50,3,2,2137,482500,5/13/2026,aAaPc0000016PHhKAM,Non Active Adult,46290,Carmel,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,Towne Meadow Elementary School,9,Creekside Middle School,10,Carmel High School,10,,39.93223,-86.16525
aAfPc000001EjxZKAS,White Oak Estates,Drees Homes,,Active,,,BELLEVILLE,4,2.50,2,3,2972,612900,5/20/2026,aAaPc000001CavqKAC,Non Active Adult,46123,Avon,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Sycamore Elementary School; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.79188,-86.39403
aAfPc000000GMuFKAW,Grand Vista/Cornerstone,Lennar,,Active,,,Oxford,5,3.50,2,3,3309,501995,4/27/2026,aAaPc000000NKeYKAW,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Clark Elementary School,6,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.59127,-86.04611
aAf3x000001YhaeCAC,Atwater/Villas,Olthof Homes,,Active,,,Adagio (SF Villas),2,2.00,1,2,1653,347900,5/23/2026,aAa3x000000gsLvCAI,Non Active Adult,46069,Sheridan,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.06794,-86.18028
aAfPc000000CAwTKAW,Kingsbridge 3-Car Venture,Lennar,,Active,,,Jasper,5,3.00,2,3,2578,401995,5/6/2026,aAaPc000000iszdKAA,Non Active Adult,46131,Franklin,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Community School Corp,Custer Baker Intermediate School; Creekside Elementary School,7; 6,Franklin Community Middle School,7,Franklin Community High School,6,,39.53148,-86.08285
aAf3x000001QYOLCA4,Trescott Overlook,Drees Homes,,Active,,,ALWICK,4,2.50,2,2,2631,529900,5/18/2026,aAa3x000000ZfW5CAK,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Plainfield Community Sch Corp,Clarks Creek Elementary,5,Plainfield Com Middle School,8,Plainfield High School,9,,39.67444,-86.40719
aAfPc000000PyH7KAK,Harbor at Grand Park Village,Beazer Homes,,Active,,,Tuscany,3,2.00,2,2,1974,377990,5/25/2026,aAaPc000000EldPKAS,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.05416,-86.15546
aAf3x000001WbpECAS,Preserve at Brookside,Bridgenorth Homes,,Active,,,Lincoln,3,2.00,1,2,2066,419990,5/22/2026,aAa3x000000ZqouCAC,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91258,-85.92031
aAf3x000001YghjCAC,Ridgefield,Davis Homes,,Active,,,Washington,5,3.00,2,2,2498,292990,5/16/2026,aAa3x000000YRU4CAO,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Warren Township,Liberty Park Elementary School; Raymond Park Middle School (7-8),4; 4,Raymond Park Middle School (7-8),4,Warren Central High School,2,,39.72696,-86.03276
aAfPc000001ITarKAG,Lindley Ridge at Chatham Hills,Fischer Homes,,Active,,,Wedgefield,4,3.00,2,3,3514,1115990,3/17/2026,aAaPc000000V3fxKAC,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.09149,-86.13268
aAfPc000001rcOLKAY,Welford at Easton Grey/Manors,Drees Homes,,Upcoming,,,PARKETTE,3,3.00,1,3,2284,530900,4/12/2026,aAaPc0000015fCzKAI,Non Active Adult,46123,Avon,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,River Birch Elementary; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.77407,-86.43379
aAfPc000001L2HZKA0,Reserve (The),Taylor Morrison,,Active,,,Courtyard 1752,3,2.00,1,2,1752,275000,5/12/2026,aAaPc000000r9DYKAY,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Warren Township,Creston Middle School; Grassy Creek Elementary School,4; 3,Creston Middle School,4,Warren Central High School,2,,39.75405,-85.97066
aAf3x000001QYOMCA4,Trescott Gardens,Drees Homes,,Active,,,DAWSON,3,2.00,1,2,1986,423900,5/22/2026,aAaPc000001IvxhKAC,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Plainfield Community Sch Corp,Clarks Creek Elementary,5,Plainfield Com Middle School,8,Plainfield High School,9,,39.67444,-86.40719
aAfPc000001L26HKAS,Evergreen Estates,Olthof Homes,,Active,,,Bryson,2,1.00,1,2,1533,289851,4/10/2026,aAaPc000000RIk1KAG,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,J B Stephens Elementary School; Maxwell Intermediate School,8; 6,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.81495,-85.74382
aAf3x000001YlGQCA0,Brandywine Fields,Ryan Homes,NVR Inc.,Active,,,Elder,4,2.50,2,2,2203,299990,4/27/2026,aAa3x000000YiNQCA0,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,J B Stephens Elementary School; Maxwell Intermediate School,8; 6,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.81131,-85.74918
aAfPc000001ltJqKAI,Haven at Whitestown,Davis Homes,,Active,,,Buckner,3,2.50,2,2,1653,230990,5/20/2026,aAaPc000000rDWzKAM,Non Active Adult,46075,Whitestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Perry Worth Elementary School,6,Lebanon Middle School,5,Lebanon Senior High School,9,,39.99045,-86.34629
aAfPc000001gMOrKAM,Midelton/Arrival,Arbor Homes,Clayton Properties Group,Active,,,Rockaway,2,2.00,2,2,1372,219995,5/7/2026,aAaPc000001E0bpKAC,Non Active Adult,46235,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Lawrence Township,Winding Ridge Elementary School,3,Belzer Middle School,3,Lawrence Central High School,3,,39.84089,-85.96899
aAf3x000001QdoZCAS,Towns at River Place,Pulte Homes,PulteGroup Inc.,Active,,,Hadley,4,2.50,2,2,1883,351990,5/25/2026,aAaPc0000017SL9KAM,Non Active Adult,46250,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Riverside Intermediate School; Fishers Elementary School,10; 8,Riverside Jr High,8,Fishers High School,10,,39.93090,-86.06916
aAfPc000001ht8jKAA,Ravinia/SL Arch,Lennar,,Active,,,3500,5,3.50,2,2,3573,850995,5/9/2026,aAaPc000000zdzxKAA,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Maple Glen Elementary,9; 8,Westfield Middle School,9,Westfield High School,10,,40.02861,-86.19191
aAfPc000001vB08KAE,Canterwood,Pulte Homes,PulteGroup Inc.,Upcoming,,,Continental,4,2.50,2,2,3008,,5/19/2026,aAaPc000001GtSzKAK,Non Active Adult,46037,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Riverside Intermediate School; Lantern Road Elementary School,10; 9,Riverside Jr High,8,Hamilton Southeastern High School,10,,39.94805,-85.99447
aAfPc000001PPseKAG,Harper Estates,D.R. Horton,"D.R. Horton, Inc.",Active,,,Henley,5,3.00,2,3,2720,444900,5/29/2026,aAaPc000000i9sPKAQ,Non Active Adult,46123,Avon,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Avon Community School Corp,Maple Elementary School; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.77059,-86.38074
aAfPc000000p28VKAQ,Willow Ridge,Silverthorne Homes,Clayton Properties Group,Active,,,Lincoln,4,2.50,2,2,2961,377995,5/7/2026,aAaPc000000JYRmKAO,Non Active Adult,46163,New Palestine,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,New Palestine Elementary School,8,New Palestine Jr High School,8,New Palestine High School,10,,39.72820,-85.88640
aAf3x000001WlFcCAK,Edgewood Farms,D.R. Horton,"D.R. Horton, Inc.",Active,,,Elwood,3,2.50,1,2,1839,354900,5/9/2026,aAaPc0000019di3KAA,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68241,-86.00724
aAf3x000001WeIxCAK,Silver Stream,Arbor Homes,Clayton Properties Group,Active,,,Palmetto,4,2.50,2,2,2580,306995,5/21/2026,aAa3x000000YimeCAC,Non Active Adult,46235,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Lawrence Township,Indian Creek Elementary School,4,Fall Creek Valley Middle School,5,Lawrence North High School,5,,39.84161,-85.98043
aAf3x000001WTU0CAO,Sawyer Walk,M/I Homes,,Active,,,Mackey II,2,2.00,1,2,1603,356990,5/29/2026,aAaPc0000002Zl0KAE,Non Active Adult,46106,Bargersville,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Maple Grove Elementary School,8,Center Grove Middle School Central,8,Center Grove High School,10,,39.52297,-86.17236
aAfPc000001kkLpKAI,Colonnade,Drees Homes,,Active,,,VANDERBURGH,4,2.50,2,2,3252,609900,5/1/2026,aAaPc000000sPZ1KAM,Non Active Adult,46055,Mccordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.88541,-85.91438
aAf3x000001QLLnCAO,Meadows at Belleview,D.R. Horton,"D.R. Horton, Inc.",Active,,,Branson,4,2.50,2,3,2851,440900,4/1/2026,aAaPc0000019diJKAQ,Non Active Adult,46143,Greenwood,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Pleasant Grove Elementary School,8,Center Grove Middle School North,8,Center Grove High School,10,,39.59582,-86.21492
aAfPc000001RqDMKA0,Rockport,M/I Homes,,Active,,,Columbia Basement,4,2.50,2,3,2878,566490,5/22/2026,aAaPc000000hE3KKAU,Non Active Adult,46055,Vernon,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91552,-85.92644
aAf3x000001Ye5CCAS,Kimblewick/Keeneland,Del Webb,PulteGroup Inc.,Active,,,Meadow,2,2.00,1,2,1504,369990,5/6/2026,aAa3x000000cWSfCAM,Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Shamrock Springs Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.00812,-86.20483
aAfPc0000019MldKAE,Courtyards of TowneRun,EPCON Communities,,Active,,,Cambridge,2,2.50,2,2,1349,389900,5/28/2026,aAaPc000000diA1KAI,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Shamrock Springs Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.02155,-86.19552
aAf3x000001Qd2HCAS,Brunson's Landing,D.R. Horton,"D.R. Horton, Inc.",Active,,,Bellamy,4,2.50,2,2,2053,314900,5/8/2026,aAaPc000000HuzyKAC,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,Greenfield Intermediate School; Weston Elementary School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.80169,-85.78519
aAf3x000001QhjwCAC,Saddlebrook Farms North/Tradition,D.R. Horton,"D.R. Horton, Inc.",Active,,,Dayton,5,3.50,2,3,3388,430900,5/29/2026,aAaPc000000k6n5KAA,Non Active Adult,46184,Whiteland,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Whiteland Elementary School,8,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.55071,-86.07083
aAf3x000000UOUyCAO,Bridle Oaks,Pulte Homes,PulteGroup Inc.,Active,,,Fifth Avenue,3,2.50,2,2,2426,377990,5/7/2026,aAa3x000000TqXtCAK,Non Active Adult,46075,Whitestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Perry Worth Elementary School,6,Lebanon Middle School,5,Lebanon Senior High School,9,,39.99164,-86.34494
aAf3x000001WTU0CAO,Sawyer Walk,M/I Homes,,Active,,,Glendale,4,2.50,2,2,3152,463990,5/29/2026,aAaPc000000U1JkKAK,Non Active Adult,46106,Bargersville,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Center Grove Com Sch Corp,Maple Grove Elementary School,8,Center Grove Middle School Central,8,Center Grove High School,10,,39.52297,-86.17236
aAf3x000001WoRWCA0,Hickory Run,M/I Homes,,Active,,,Ashton,2,2.00,1,2,1842,333990,5/18/2026,aAa3x000000ZaBaCAK,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68048,-85.99215
aAf3x000001QhcyCAC,Cardinal Grove/Express,D.R. Horton,"D.R. Horton, Inc.",Active,,,Henley,5,3.00,2,2,2600,367900,4/23/2026,aAaPc000000AIWjKAO,Non Active Adult,46221,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,M S D Decatur Township,Gold Academy,4,Decatur Middle School,3,Decatur Central High School,3,,39.67001,-86.27891
aAf3x000001WoRWCA0,Hickory Run,M/I Homes,,Active,,,Drake Basement,4,2.50,2,3,2884,482490,5/18/2026,aAaPc0000018rMsKAI,Non Active Adult,46239,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68048,-85.99215
aAfPc000001kX6rKAE,Centennial of Brownsburg/TH,Davis Homes,,Upcoming,,,Ashwick,2,2.00,1,2,1248,344990,5/1/2026,aAaPc000001IffFKAS,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,White Lick Elementary School,8,Brownsburg West Middle School,8,Brownsburg High School,10,,39.80269,-86.36523
aAfPc000001fA4TKAU,Parkside at Finch Creek/Crossings Side Load,Pulte Homes,PulteGroup Inc.,Active,,,Greenfield - Side Load,4,2.50,2,2,3021,482990,5/19/2026,aAaPc000000bf5dKAA,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Deer Creek Elementary,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,40.03075,-85.93807
aAf3x000001WdgGCAS,Fairview West,Olthof Homes,,Active,,,Willow,5,2.50,2,3,3142,466300,4/6/2026,aAaPc000000qCkhKAE,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,Delaware Trail Elementary School,9,Brownsburg East Middle School,9,Brownsburg High School,10,,39.86584,-86.42391
aAf3x000001WTYwCAO,Silo Ridge/TH,M/I Homes,,Active,,,T1778,2,2.50,2,2,1778,274990,5/13/2026,aAaPc000000IdmkKAC,Non Active Adult,46060,Noblesville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAf3x000001QYOMCA4,Trescott Gardens,Drees Homes,,Active,,,SHELBURN,3,2.50,1,2,2294,441900,5/22/2026,aAa3x000000ZfWACA0,Non Active Adult,46168,Plainfield,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Plainfield Community Sch Corp,Clarks Creek Elementary,5,Plainfield Com Middle School,8,Plainfield High School,9,,39.67444,-86.40719
aAfPc000001ltJqKAI,Haven at Whitestown,Davis Homes,,Active,,,Hampton,3,2.50,2,2,2090,250990,5/20/2026,aAaPc000000rDOvKAM,Non Active Adult,46075,Whitestown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Lebanon Community School Corp,Perry Worth Elementary School,6,Lebanon Middle School,5,Lebanon Senior High School,9,,39.99045,-86.34629
aAfPc000001gqrQKAQ,Westfall Place,Arbor Homes,Clayton Properties Group,Active,,,Norway,5,2.50,2,2,2961,324995,5/16/2026,aAaPc000000wGXxKAM,Non Active Adult,46071,Thorntown,Boone,18011,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Western Boone County Com Sch District,,,Western Boone Jr-Sr High School,6,Western Boone Jr-Sr High School,6,,40.12700,-86.62602
aAfPc000000wZdJKAU,Talon Woods/TH,Olthof Homes,,Active,,,Adler,3,2.00,2,2,1415,303800,5/21/2026,aAaPc000000MMTJKA4,Non Active Adult,46112,Brownsburg,Hendricks,18063,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Brownsburg Community Sch Corp,,,Brownsburg East Middle School,9,Brownsburg High School,10,,39.81958,-86.37191
aAf3x000001WbpECAS,Preserve at Brookside,Bridgenorth Homes,,Active,,,Cleveland,2,2.00,1,2,1445,358490,5/22/2026,aAaPc000000wM4zKAE,Non Active Adult,46055,McCordsville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,McCordsville Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91258,-85.92031
